date,open,close,high,low,amount,instrument_key,instrument_name,ma20,ma25,ma60,ma120,ma200
2023-07-14,999.79,991.56,1002.82,990.62,3202731.14,star50,科创50,1012.2719999999999,1015.4608000000001,1039.0876666666668,1036.0575833333335,1016.5186500000001
2023-07-17,988.88,984.82,988.88,982.05,2745770.57,star50,科创50,1009.8205,1014.5688,1036.4991666666667,1036.1451666666667,1016.44235
2023-07-18,985.24,980.02,987.71,980.02,2593200.15,star50,科创50,1006.1775,1012.4676,1034.0025,1036.04025,1016.3498500000001
2023-07-19,987.0,975.11,988.55,973.34,2227854.43,star50,科创50,1002.1605,1010.4064,1031.3476666666668,1035.8021666666666,1016.34765
2023-07-20,978.38,961.13,978.63,960.29,2229589.21,star50,科创50,997.4465,1007.2732000000001,1027.9506666666666,1035.422,1016.22755
2023-07-21,958.89,955.55,963.97,953.93,2313989.93,star50,科创50,994.2130000000001,1004.0828,1025.2626666666667,1034.8545,1016.15335
2023-07-24,953.96,950.55,961.4,949.64,1945775.55,star50,科创50,991.225,1000.7508,1022.8321666666668,1034.1995833333333,1016.02675
2023-07-25,961.52,964.4,965.69,956.37,2363364.5,star50,科创50,988.8775000000002,997.2116000000001,1020.9578333333334,1033.6395,1016.04405
2023-07-26,963.55,961.6,967.67,959.32,2118614.21,star50,科创50,986.5465,993.4576,1019.1676666666666,1033.1998333333333,1016.0428999999999
2023-07-27,962.61,952.3,964.62,950.81,2361108.18,star50,科创50,984.0885000000001,989.3331999999999,1017.2391666666666,1032.5823333333333,1015.9221500000001
2023-07-28,950.51,962.64,963.01,948.2,2597667.65,star50,科创50,981.963,987.03,1015.152,1032.007,1015.9544000000001
2023-07-31,961.69,968.99,973.9,961.69,3218418.46,star50,科创50,979.9925,985.3772,1013.5651666666666,1031.4663333333333,1015.992
2023-08-01,969.41,969.68,971.52,966.13,2867515.2,star50,科创50,977.7065,983.7104,1012.2416666666667,1031.0100833333333,1016.1435
2023-08-02,967.69,968.44,973.39,965.99,2601847.67,star50,科创50,975.842,982.1192,1010.7621666666668,1030.579,1016.4990000000001
2023-08-03,962.55,970.37,972.16,962.05,2746951.9,star50,科创50,974.2549999999999,980.8756,1009.6981666666667,1030.243,1016.8871500000001
2023-08-04,972.48,975.78,976.98,968.82,2850332.18,star50,科创50,973.4515000000001,979.7008000000001,1008.866,1029.734,1017.1415000000001
2023-08-07,973.29,968.9,977.41,967.16,2386455.3,star50,科创50,972.2099999999998,978.1207999999999,1007.9148333333334,1029.2703333333334,1017.3534
2023-08-08,967.43,965.53,971.72,965.04,2117119.15,star50,科创50,970.4159999999999,976.1260000000001,1007.1051666666667,1028.78275,1017.4064500000001
2023-08-09,961.5,957.37,966.7,956.4,1870171.09,star50,科创50,969.0355,974.1916,1005.9648333333333,1028.2385833333333,1017.3772
2023-08-10,957.22,959.17,961.86,954.42,1879083.88,star50,科创50,967.1955,972.4739999999999,1004.8531666666667,1027.6965,1017.37305
2023-08-11,960.1,938.77,960.65,938.77,2462445.24,star50,科创50,964.5559999999999,970.3508,1003.3385,1027.1430833333334,1017.3194
2023-08-14,932.09,930.5,934.25,919.94,2719076.42,star50,科创50,961.8399999999999,967.8215999999999,1001.5998333333333,1026.6778333333334,1017.15215
2023-08-15,933.06,917.45,935.01,911.59,3526147.53,star50,科创50,958.7115,964.4631999999999,999.5546666666668,1025.9996666666666,1016.8995000000001
2023-08-16,916.59,901.79,920.35,901.68,2694768.47,star50,科创50,955.0455,961.1356,997.3826666666666,1025.2168333333334,1016.5609999999999
2023-08-17,899.8,910.38,913.85,896.44,2654127.42,star50,科创50,952.508,957.7120000000001,995.6205000000001,1024.55625,1016.25625
2023-08-18,924.3,904.25,924.3,904.25,2615781.08,star50,科创50,949.943,954.2196,993.8285,1023.8211666666666,1015.76125
2023-08-21,900.22,892.09,907.6,891.74,2467794.69,star50,科创50,947.0200000000001,950.5104000000001,991.668,1023.0,1015.19715
2023-08-22,896.74,901.13,903.78,877.62,3194958.89,star50,科创50,943.8564999999999,947.3548,989.3758333333334,1022.2904166666666,1014.7342
2023-08-23,899.96,879.46,899.96,879.46,2350496.77,star50,科创50,939.7495000000001,943.5288,986.8938333333334,1021.3653333333333,1014.07985
2023-08-24,883.8,885.48,895.91,880.03,3138871.01,star50,科创50,936.4085000000001,940.5028,984.2446666666667,1020.45575,1013.38465
2023-08-25,880.17,870.4,882.44,865.09,2827519.49,star50,科创50,931.7965,937.0967999999999,981.1861666666666,1019.4683333333335,1012.55075
2023-08-28,926.0,880.19,927.63,878.26,4240096.7,star50,科创50,927.3565000000001,934.2824,978.2968333333334,1018.4790833333333,1011.7113499999999
2023-08-29,878.78,916.46,920.54,878.78,4704472.22,star50,科创50,924.6955,932.3648,976.0163333333334,1017.7193333333333,1010.9292999999999
2023-08-30,935.82,939.65,950.7,928.42,5518983.43,star50,科创50,923.256,931.4867999999999,974.1483333333333,1017.2949166666666,1010.3208
2023-08-31,936.19,942.61,949.46,932.34,4913875.92,star50,科创50,921.868,931.0992,972.8088333333334,1016.85925,1009.7753
2023-09-01,944.25,934.79,945.72,927.21,3136859.75,star50,科创50,919.8185,929.9852000000001,971.4045000000001,1016.33,1009.2616
2023-09-04,935.82,942.43,942.45,927.58,3747208.49,star50,科创50,918.4950000000001,928.9227999999999,970.3263333333332,1015.904,1008.8584500000001
2023-09-05,942.56,930.63,947.95,929.25,3798576.36,star50,科创50,916.75,927.3608,968.6276666666668,1015.3349999999999,1008.3953
2023-09-06,926.25,934.6,936.88,920.25,3663715.87,star50,科创50,915.6115,926.0072,967.0936666666668,1014.6784166666667,1007.95375
2023-09-07,929.36,899.83,929.36,899.3,4226815.92,star50,科创50,912.6445000000001,923.1856000000001,964.7665,1013.7828333333332,1007.1927000000001
2023-09-08,895.5,901.51,906.34,894.4,2845406.18,star50,科创50,910.7815,920.2148,962.5365,1013.0250833333334,1006.5178
2023-09-11,901.54,907.51,915.99,895.62,3308971.15,star50,科创50,909.632,917.7592000000001,960.4308333333333,1012.1229999999999,1005.8470000000001
2023-09-12,905.92,901.62,909.84,901.38,2273159.37,star50,科创50,908.8405,915.2028,957.9098333333334,1011.0921666666667,1005.19515
2023-09-13,900.0,889.13,902.52,882.91,2430378.52,star50,科创50,908.2075000000001,912.4732,955.1378333333333,1009.9166666666666,1004.4784500000001
2023-09-14,888.26,880.8,892.79,877.82,2208300.0,star50,科创50,906.7284999999999,909.3384000000001,952.2276666666668,1008.6395833333333,1003.79335
2023-09-15,883.07,887.01,893.91,876.62,3266678.26,star50,科创50,905.8664999999999,907.268,950.0075,1007.2064166666667,1003.1433000000001
2023-09-18,881.38,879.53,888.68,876.91,2785976.5,star50,科创50,905.2384999999998,905.2292,947.8278333333333,1005.69425,1002.4641500000001
2023-09-19,879.35,873.62,880.26,870.66,2000764.05,star50,科创50,903.863,903.4760000000001,945.5323333333332,1004.162,1001.8322999999999
2023-09-20,870.03,866.02,876.9,865.79,1739036.68,star50,科创50,903.191,902.0452,943.1623333333333,1002.7235833333333,1001.1983499999999
2023-09-21,862.64,860.39,869.86,860.31,1802359.72,star50,科创50,901.9365,900.0455999999999,940.8111666666666,1001.0423333333332,1000.48805
2023-09-22,860.73,882.88,883.26,859.09,2827573.95,star50,科创50,902.5604999999999,899.1907999999999,938.7733333333333,999.5189166666667,999.90115
2023-09-25,880.32,874.55,881.7,874.21,2340697.41,star50,科创50,902.2785,898.4892,936.5425,997.794,999.22725
2023-09-26,876.26,876.05,884.02,873.98,2230990.59,star50,科创50,900.258,897.4860000000001,934.2199999999999,995.7070000000001,998.5668
2023-09-27,875.43,880.17,886.67,875.43,2753426.1,star50,科创50,897.284,897.5143999999999,932.1273333333334,993.6327500000001,997.94965
2023-09-28,880.39,887.8,890.07,878.59,2437334.79,star50,科创50,894.5435000000001,897.6072,930.2221666666666,991.4730833333334,997.37295
2023-10-09,884.2,887.21,890.95,880.34,2476842.26,star50,科创50,892.1645000000001,898.2796000000001,928.4781666666665,989.1913333333333,996.8066500000001
2023-10-10,888.15,882.04,892.48,881.84,3050811.27,star50,科创50,889.1450000000001,898.3535999999999,926.6166666666667,987.1319166666667,996.2302999999999
