date,open,close,high,low,amount,instrument_key,instrument_name,ma20,ma25,ma60,ma120,ma200
2004-01-02,997.0,1011.35,1021.57,993.89,8064652.0,sse50,上证50,,,,,
2004-01-05,1008.28,1060.8,1060.9,1008.28,14468180.0,sse50,上证50,,,,,
2004-01-06,1059.14,1075.66,1086.69,1059.1,16991334.0,sse50,上证50,,,,,
2004-01-07,1075.56,1086.3,1095.84,1070.98,13729419.0,sse50,上证50,,,,,
2004-01-08,1087.68,1102.66,1108.29,1082.51,10780427.0,sse50,上证50,,,,,
2004-01-09,1105.77,1081.79,1115.46,1079.07,13467442.0,sse50,上证50,,,,,
2004-01-12,1081.81,1116.8,1117.51,1079.77,10233943.0,sse50,上证50,,,,,
2004-01-13,1120.15,1102.34,1123.66,1089.63,9837189.0,sse50,上证50,,,,,
2004-01-14,1101.44,1079.72,1101.67,1076.87,7120499.0,sse50,上证50,,,,,
2004-01-15,1078.53,1073.98,1088.67,1070.73,6179207.0,sse50,上证50,,,,,
2004-01-16,1076.64,1083.65,1087.82,1067.85,7174167.0,sse50,上证50,,,,,
2004-01-29,1086.66,1100.6,1101.03,1084.46,5791230.0,sse50,上证50,,,,,
2004-01-30,1102.17,1067.55,1103.7,1066.44,7761118.0,sse50,上证50,,,,,
2004-02-02,1107.49,1091.73,1116.31,1069.97,15432922.0,sse50,上证50,,,,,
2004-02-03,1091.87,1102.95,1103.24,1084.39,8411107.0,sse50,上证50,,,,,
2004-02-04,1104.74,1128.44,1130.14,1104.74,10534990.0,sse50,上证50,,,,,
2004-02-05,1135.62,1127.9,1136.42,1118.17,9774314.0,sse50,上证50,,,,,
2004-02-06,1125.49,1122.08,1139.09,1108.91,11140337.0,sse50,上证50,,,,,
2004-02-09,1122.29,1134.61,1134.91,1122.28,8598305.0,sse50,上证50,,,,,
2004-02-10,1137.72,1120.96,1141.99,1116.93,8662780.0,sse50,上证50,1093.5935,,,,
2004-02-11,1121.81,1110.06,1123.77,1100.24,9246320.0,sse50,上证50,1098.529,,,,
2004-02-12,1110.84,1094.11,1122.48,1092.29,9581597.0,sse50,上证50,1100.1945,,,,
2004-02-13,1094.0,1096.36,1105.82,1088.86,6904822.0,sse50,上证50,1101.2295,,,,
2004-02-16,1098.86,1123.75,1124.36,1098.86,7623411.0,sse50,上证50,1103.102,,,,
2004-02-17,1127.1,1123.62,1132.71,1121.28,8815897.0,sse50,上证50,1104.15,1096.7908,,,
2004-02-18,1123.7,1129.28,1136.53,1119.63,8093712.0,sse50,上证50,1106.5245,1101.508,,,
2004-02-19,1130.4,1122.38,1138.08,1119.67,7130805.0,sse50,上证50,1106.8035,1103.9712,,,
2004-02-20,1122.93,1124.66,1125.37,1112.94,5988759.0,sse50,上证50,1107.9195,1105.9312,,,
2004-02-23,1126.23,1093.14,1129.52,1092.01,8802509.0,sse50,上证50,1108.5904999999998,1106.2048,,,
2004-02-24,1090.25,1093.1,1095.94,1072.33,8449382.0,sse50,上证50,1109.5465,1105.8224,,,
2004-02-25,1094.43,1070.36,1104.35,1067.13,8064056.0,sse50,上证50,1108.882,1105.3652,,,
2004-02-26,1068.13,1079.9,1080.23,1061.2,8100891.0,sse50,上证50,1107.847,1103.8892,,,
2004-02-27,1081.72,1088.73,1090.89,1079.93,7293070.0,sse50,上证50,1108.906,1103.3447999999999,,,
2004-03-01,1089.65,1094.24,1095.23,1076.08,6441716.0,sse50,上证50,1109.0315,1103.9256,,,
2004-03-02,1096.11,1093.39,1099.71,1086.72,5577318.0,sse50,上证50,1108.5535,1104.702,,,
2004-03-03,1093.36,1072.64,1093.74,1067.94,5214820.0,sse50,上证50,1105.7635,1104.2616,,,
2004-03-04,1070.9,1078.35,1079.27,1061.89,4810434.0,sse50,上证50,1103.2859999999998,1103.3716,,,
2004-03-05,1080.34,1071.58,1083.14,1070.3,3365028.0,sse50,上证50,1100.761,1103.5328,,,
2004-03-08,1070.11,1057.1,1075.75,1056.04,4599850.0,sse50,上证50,1096.8854999999999,1102.1476,,,
2004-03-09,1057.36,1061.16,1075.22,1056.88,6918022.0,sse50,上证50,1093.8955,1100.4759999999999,,,
2004-03-10,1062.98,1091.1,1091.35,1062.98,6113973.0,sse50,上证50,1092.9475,1098.9824,,,
2004-03-11,1092.74,1095.56,1102.22,1086.55,5761792.0,sse50,上证50,1093.02,1097.6888,,,
2004-03-12,1096.35,1099.08,1102.13,1088.44,5236097.0,sse50,上证50,1093.156,1096.7688,,,
2004-03-15,1100.4,1131.68,1134.28,1100.15,10252069.0,sse50,上证50,1093.5525,1096.6516000000001,,,
2004-03-16,1136.27,1135.57,1139.49,1127.85,7329359.0,sse50,上证50,1094.15,1097.236,,,
2004-03-17,1136.45,1135.17,1139.28,1124.6,5489802.0,sse50,上证50,1094.4445,1098.2404,,,
2004-03-18,1134.93,1111.85,1141.81,1110.32,6869806.0,sse50,上证50,1093.9180000000001,1098.95,,,
2004-03-19,1110.44,1129.78,1130.26,1107.1,5885994.0,sse50,上证50,1094.174,1100.2867999999999,,,
2004-03-22,1130.87,1134.79,1141.81,1126.19,5093687.0,sse50,上证50,1096.2565,1100.7284,,,
2004-03-23,1133.99,1121.33,1134.13,1115.67,5587535.0,sse50,上证50,1097.668,1100.6368,,,
2004-03-24,1120.21,1115.51,1125.06,1109.33,4800140.0,sse50,上证50,1099.9255,1100.086,,,
2004-03-25,1114.75,1115.24,1126.19,1108.18,4609216.0,sse50,上证50,1101.6924999999999,1099.8003999999999,,,
2004-03-26,1115.49,1112.78,1118.72,1105.55,5394547.0,sse50,上证50,1102.895,1099.3252,,,
2004-03-29,1112.28,1101.66,1115.05,1100.43,5336270.0,sse50,上证50,1103.266,1099.6660000000002,,,
2004-03-30,1100.8,1101.27,1106.01,1093.12,4158677.0,sse50,上证50,1103.6599999999999,1099.9928,,,
2004-03-31,1102.29,1108.54,1113.74,1097.87,4247860.0,sse50,上证50,1105.455,1101.52,,,
2004-04-01,1109.72,1123.44,1124.25,1108.91,4682707.0,sse50,上证50,1107.7095000000002,1103.2616,,,
2004-04-02,1125.36,1127.81,1133.44,1122.64,5788955.0,sse50,上证50,1110.521,1104.8247999999999,,,
2004-04-05,1128.51,1118.27,1129.81,1112.29,6259749.0,sse50,上证50,1113.5795,1105.7859999999998,,,
2004-04-06,1117.89,1123.86,1124.02,1106.6,5545980.0,sse50,上证50,1116.7145,1107.0048,1101.4011666666665,,
2004-04-07,1124.25,1117.44,1125.63,1116.13,4674499.0,sse50,上证50,1118.0314999999998,1108.7967999999998,1103.1693333333335,,
2004-04-08,1117.12,1112.84,1118.48,1109.78,5758736.0,sse50,上证50,1118.8955,1110.1764,1104.0366666666666,,
